task_id,instruction,step_count,gold_path,constant_inputs,Step,api_step,expected_status_code,required_steps,final_step,output_bindings_step,output_bindings_content,dependency_bindings_steps_from,dependency_bindings_steps_to,dependency_bindings_content,success_condition,oracle_actions_1_regenerate_data,oracle_actions_2_resolve_resource,acceptable_failure_codes
tmdb_073,Who is the lead actor of today's most popular TV show?,2,Step 1: GET /tv/popular -> Step 2: GET /tv/{tv_id}/credits,manual review required for first-step query/body constants,Step 2,GET /tv/{tv_id}/credits,[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_074,give me a photo of the lead actor of the most popular TV show of this week,3,Step 1: GET /tv/popular -> Step 2: GET /tv/{tv_id}/credits -> Step 3: GET /person/{person_id}/images,manual review required for first-step query/body constants,Step 1,GET /tv/popular ,[2XX],Y,3,Step 1,$.results[0].id as tv_id,Step 1,Step 2,tv_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_074,give me a photo of the lead actor of the most popular TV show of this week,3,Step 1: GET /tv/popular -> Step 2: GET /tv/{tv_id}/credits -> Step 3: GET /person/{person_id}/images,manual review required for first-step query/body constants,Step 2,GET /tv/{tv_id}/credits ,[2XX],Y,3,Step 2,$.id as person_id,Step 2,Step 3,person_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_074,give me a photo of the lead actor of the most popular TV show of this week,3,Step 1: GET /tv/popular -> Step 2: GET /tv/{tv_id}/credits -> Step 3: GET /person/{person_id}/images,manual review required for first-step query/body constants,Step 3,GET /person/{person_id}/images,[2XX],Y,3,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_075,give me some reviews of Cate Blanchett's latest TV show,3,Step 1: GET /search/person -> Step 2: GET /person/{person_id}/tv_credits -> Step 3: GET /tv/{tv_id}/reviews,manual review required for first-step query/body constants,Step 1,GET /search/person ,[2XX],Y,3,Step 1,$.results[0].id as person_id,Step 1,Step 2,person_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_075,give me some reviews of Cate Blanchett's latest TV show,3,Step 1: GET /search/person -> Step 2: GET /person/{person_id}/tv_credits -> Step 3: GET /tv/{tv_id}/reviews,manual review required for first-step query/body constants,Step 2,GET /person/{person_id}/tv_credits ,[2XX],Y,3,Step 2,$.id as tv_id,Step 2,Step 3,tv_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_075,give me some reviews of Cate Blanchett's latest TV show,3,Step 1: GET /search/person -> Step 2: GET /person/{person_id}/tv_credits -> Step 3: GET /tv/{tv_id}/reviews,manual review required for first-step query/body constants,Step 3,GET /tv/{tv_id}/reviews,[2XX],Y,3,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_076,What is David Schwimmer's most popular TV show?,2,Step 1: GET /search/person -> Step 2: GET /person/{person_id}/tv_credits,manual review required for first-step query/body constants,Step 1,GET /search/person ,[2XX],Y,2,Step 1,$.results[0].id as person_id,Step 1,Step 2,person_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_076,What is David Schwimmer's most popular TV show?,2,Step 1: GET /search/person -> Step 2: GET /person/{person_id}/tv_credits,manual review required for first-step query/body constants,Step 2,GET /person/{person_id}/tv_credits,[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_077,Who directed the third episode of the second season of Black Mirror?,2,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id}/season/{season_number}/credits,manual review required for first-step query/body constants,Step 1,GET /search/tv ,[2XX],Y,2,Step 1,"$.results[0].id as tv_id, $.results[0].id as season_number",Step 1,Step 2,"tv_id, season_number ",all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_077,Who directed the third episode of the second season of Black Mirror?,2,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id}/season/{season_number}/credits,manual review required for first-step query/body constants,Step 2,GET /tv/{tv_id}/season/{season_number}/credits,[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_078,give me some movies that Christopher Nolan known for,1,Step 1: GET /search/person,manual review required for first-step query/body constants,Step 1,GET /search/person,[2XX],Y,1,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_079,"Avatar versus Avatar: The Way of Water, which has a higher rating",2,Step 1: GET /search/movie -> Step 2: GET /search/movie,manual review required for first-step query/body constants,Step 1,GET /search/movie ,[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_079,"Avatar versus Avatar: The Way of Water, which has a higher rating",2,Step 1: GET /search/movie -> Step 2: GET /search/movie,manual review required for first-step query/body constants,Step 2,GET /search/movie,[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_080,Show me some English movies rating no less than 7.0 and no earlier than 2021,1,Step 1: GET /discover/movie,manual review required for first-step query/body constants,Step 1,GET /discover/movie,[2XX],Y,1,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_081,What is the genre of the movie Lord of the Ring?,2,Step 1: GET /search/movie -> Step 2: GET /movie/{movie_id},manual review required for first-step query/body constants,Step 1,GET /search/movie ,[2XX],Y,2,Step 1,$.results[0].id as movie_id,Step 1,Step 2,movie_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_081,What is the genre of the movie Lord of the Ring?,2,Step 1: GET /search/movie -> Step 2: GET /movie/{movie_id},manual review required for first-step query/body constants,Step 2,GET /movie/{movie_id},[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_082,What is the birthday of the most popular person right now?,2,Step 1: GET /person/popular -> Step 2: GET /person/{person_id},manual review required for first-step query/body constants,Step 1,GET /person/popular ,[2XX],Y,2,Step 1,$.results[0].id as person_id,Step 1,Step 2,person_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_082,What is the birthday of the most popular person right now?,2,Step 1: GET /person/popular -> Step 2: GET /person/{person_id},manual review required for first-step query/body constants,Step 2,GET /person/{person_id},[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_083,give me a poster of the second season of Big Bang Theory,2,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id}/season/{season_number}/images,manual review required for first-step query/body constants,Step 1,GET /search/tv ,[2XX],Y,2,Step 1,"$.results[0].id as tv_id, $.results[0].id as season_number",Step 1,Step 2,"tv_id, season_number ",all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_083,give me a poster of the second season of Big Bang Theory,2,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id}/season/{season_number}/images,manual review required for first-step query/body constants,Step 2,GET /tv/{tv_id}/season/{season_number}/images,[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_084,What is the name of the third episod of the second season of Mandalorian?,2,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id}/season/{season_number}/episode/{episode_number},manual review required for first-step query/body constants,Step 1,GET /search/tv ,[2XX],Y,2,Step 1,"$.results[0].id as tv_id, $.results[0].id as season_number, $.results[0].id as episode_number",Step 1,Step 2,"tv_id, season_number, episode_number",all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_084,What is the name of the third episod of the second season of Mandalorian?,2,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id}/season/{season_number}/episode/{episode_number},manual review required for first-step query/body constants,Step 2,GET /tv/{tv_id}/season/{season_number}/episode/{episode_number},[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_085,When is the bitrhday of the lead actor of the movie The Shawshank Redemptionn?,3,Step 1: GET /search/movie -> Step 2: GET /movie/{movie_id}/credits -> Step 3: GET /person/{person_id},manual review required for first-step query/body constants,Step 1,GET /search/movie ,[2XX],Y,3,Step 1,$.results[0].id as movie_id,Step 1,Step 2,movie_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_085,When is the bitrhday of the lead actor of the movie The Shawshank Redemptionn?,3,Step 1: GET /search/movie -> Step 2: GET /movie/{movie_id}/credits -> Step 3: GET /person/{person_id},manual review required for first-step query/body constants,Step 2,GET /movie/{movie_id}/credits ,[2XX],Y,3,Step 2,$.id as person_id,Step 2,Step 3,person_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_085,When is the bitrhday of the lead actor of the movie The Shawshank Redemptionn?,3,Step 1: GET /search/movie -> Step 2: GET /movie/{movie_id}/credits -> Step 3: GET /person/{person_id},manual review required for first-step query/body constants,Step 3,GET /person/{person_id},[2XX],Y,3,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_086,When is the birthday of the director of the movie The Shawshank Redemption?,3,Step 1: GET /search/movie -> Step 2: GET /movie/{movie_id}/credits -> Step 3: GET /person/{person_id},manual review required for first-step query/body constants,Step 1,GET /search/movie ,[2XX],Y,3,Step 1,$.results[0].id as movie_id,Step 1,Step 2,movie_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_086,When is the birthday of the director of the movie The Shawshank Redemption?,3,Step 1: GET /search/movie -> Step 2: GET /movie/{movie_id}/credits -> Step 3: GET /person/{person_id},manual review required for first-step query/body constants,Step 2,GET /movie/{movie_id}/credits ,[2XX],Y,3,Step 2,$.id as person_id,Step 2,Step 3,person_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_086,When is the birthday of the director of the movie The Shawshank Redemption?,3,Step 1: GET /search/movie -> Step 2: GET /movie/{movie_id}/credits -> Step 3: GET /person/{person_id},manual review required for first-step query/body constants,Step 3,GET /person/{person_id},[2XX],Y,3,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_087,Where is the headquarter of the company that created the movie The Shawshank Redemption?,3,Step 1: GET /search/movie -> Step 2: GET /movie/{movie_id} -> Step 3: GET /company/{company_id},manual review required for first-step query/body constants,Step 1,GET /search/movie ,[2XX],Y,3,Step 1,$.results[0].id as movie_id,Step 1,Step 2,movie_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_087,Where is the headquarter of the company that created the movie The Shawshank Redemption?,3,Step 1: GET /search/movie -> Step 2: GET /movie/{movie_id} -> Step 3: GET /company/{company_id},manual review required for first-step query/body constants,Step 2,GET /movie/{movie_id} ,[2XX],Y,3,Step 2,$.id as company_id,Step 2,Step 3,company_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_087,Where is the headquarter of the company that created the movie The Shawshank Redemption?,3,Step 1: GET /search/movie -> Step 2: GET /movie/{movie_id} -> Step 3: GET /company/{company_id},manual review required for first-step query/body constants,Step 3,GET /company/{company_id},[2XX],Y,3,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_088,Where is the headquarter of the company that created the collection Star Wars?,3,Step 1: GET /search/collection -> Step 2: GET /collection/{collection_id} -> Step 3: GET /company/{company_id},manual review required for first-step query/body constants,Step 1,GET /search/collection ,[2XX],Y,3,Step 1,$.results[0].id as collection_id,Step 1,Step 2,collection_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_088,Where is the headquarter of the company that created the collection Star Wars?,3,Step 1: GET /search/collection -> Step 2: GET /collection/{collection_id} -> Step 3: GET /company/{company_id},manual review required for first-step query/body constants,Step 2,GET /collection/{collection_id} ,[2XX],Y,3,Step 2,$.id as company_id,Step 2,Step 3,company_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_088,Where is the headquarter of the company that created the collection Star Wars?,3,Step 1: GET /search/collection -> Step 2: GET /collection/{collection_id} -> Step 3: GET /company/{company_id},manual review required for first-step query/body constants,Step 3,GET /company/{company_id},[2XX],Y,3,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_089,"Who has an earlier release date, The Double Life of Veronique or Mulholland Drive?",2,Step 1: GET /search/movie -> Step 2: GET /movie/{movie_id},manual review required for first-step query/body constants,Step 1,GET /search/movie ,[2XX],Y,2,Step 1,$.results[0].id as movie_id,Step 1,Step 2,movie_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_089,"Who has an earlier release date, The Double Life of Veronique or Mulholland Drive?",2,Step 1: GET /search/movie -> Step 2: GET /movie/{movie_id},manual review required for first-step query/body constants,Step 2,GET /movie/{movie_id},[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_090,Is the director of Twin Peaks Season 1 and Mulholland Drive the same person?,4,Step 1: GET /search/tv -> Step 2: GET /search/movie -> Step 3: GET /movie/{movie_id}/credits -> Step 4: GET /tv/{tv_id}/season/{season_number}/credits,manual review required for first-step query/body constants,Step 1,GET /search/tv ,[2XX],Y,4,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_090,Is the director of Twin Peaks Season 1 and Mulholland Drive the same person?,4,Step 1: GET /search/tv -> Step 2: GET /search/movie -> Step 3: GET /movie/{movie_id}/credits -> Step 4: GET /tv/{tv_id}/season/{season_number}/credits,manual review required for first-step query/body constants,Step 2,GET /search/movie ,[2XX],Y,4,Step 2,$.results[0].id as movie_id,Step 2,Step 3,movie_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_090,Is the director of Twin Peaks Season 1 and Mulholland Drive the same person?,4,Step 1: GET /search/tv -> Step 2: GET /search/movie -> Step 3: GET /movie/{movie_id}/credits -> Step 4: GET /tv/{tv_id}/season/{season_number}/credits,manual review required for first-step query/body constants,Step 3,GET /movie/{movie_id}/credits ,[2XX],Y,4,Step 3,"$.id as tv_id, TODO_JSONPATH_FOR_SEASON_NUMBER as season_number",Step 3,Step 4,"tv_id, season_number",all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_090,Is the director of Twin Peaks Season 1 and Mulholland Drive the same person?,4,Step 1: GET /search/tv -> Step 2: GET /search/movie -> Step 3: GET /movie/{movie_id}/credits -> Step 4: GET /tv/{tv_id}/season/{season_number}/credits,manual review required for first-step query/body constants,Step 4,GET /tv/{tv_id}/season/{season_number}/credits,[2XX],Y,4,,,Step 2,Step 3,movie_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_091,Where was the director of Mulholland Drive born?,3,Step 1: GET /search/movie -> Step 2: GET /movie/{movie_id}/credits -> Step 3: GET /person/{person_id},manual review required for first-step query/body constants,Step 1,GET /search/movie ,[2XX],Y,3,Step 1,$.results[0].id as movie_id,Step 1,Step 2,movie_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_091,Where was the director of Mulholland Drive born?,3,Step 1: GET /search/movie -> Step 2: GET /movie/{movie_id}/credits -> Step 3: GET /person/{person_id},manual review required for first-step query/body constants,Step 2,GET /movie/{movie_id}/credits ,[2XX],Y,3,Step 2,$.id as person_id,Step 2,Step 3,person_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_091,Where was the director of Mulholland Drive born?,3,Step 1: GET /search/movie -> Step 2: GET /movie/{movie_id}/credits -> Step 3: GET /person/{person_id},manual review required for first-step query/body constants,Step 3,GET /person/{person_id},[2XX],Y,3,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_092,Is Mulholland Drive in the Top-10 rated list of the TMDB?,2,Step 1: GET /search/movie -> Step 2: GET /movie/top_rated,manual review required for first-step query/body constants,Step 1,GET /search/movie ,[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_092,Is Mulholland Drive in the Top-10 rated list of the TMDB?,2,Step 1: GET /search/movie -> Step 2: GET /movie/top_rated,manual review required for first-step query/body constants,Step 2,GET /movie/top_rated,[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_093,"Who directed more movies, Akira Kurosawa or Spielberg?",2,Step 1: GET /search/person -> Step 2: GET /person/{person_id}/movie_credits,manual review required for first-step query/body constants,Step 1,GET /search/person ,[2XX],Y,2,Step 1,$.results[0].id as person_id,Step 1,Step 2,person_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_093,"Who directed more movies, Akira Kurosawa or Spielberg?",2,Step 1: GET /search/person -> Step 2: GET /person/{person_id}/movie_credits,manual review required for first-step query/body constants,Step 2,GET /person/{person_id}/movie_credits,[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_094,What TV series has the director of Mulholland Drive directed?,2,Step 1: GET /search/movie -> Step 2: GET /person/{person_id}/tv_credits,manual review required for first-step query/body constants,Step 1,GET /search/movie ,[2XX],Y,2,Step 1,$.results[0].id as person_id,Step 1,Step 2,person_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_094,What TV series has the director of Mulholland Drive directed?,2,Step 1: GET /search/movie -> Step 2: GET /person/{person_id}/tv_credits,manual review required for first-step query/body constants,Step 2,GET /person/{person_id}/tv_credits,[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_095,Tell me about actor Scarlett Johansson's birthday,2,Step 1: GET /search/person -> Step 2: GET /person/{person_id},manual review required for first-step query/body constants,Step 1,GET /search/person ,[2XX],Y,2,Step 1,$.results[0].id as person_id,Step 1,Step 2,person_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_095,Tell me about actor Scarlett Johansson's birthday,2,Step 1: GET /search/person -> Step 2: GET /person/{person_id},manual review required for first-step query/body constants,Step 2,GET /person/{person_id},[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_096,How many seasons of Sword Art Online are there?,2,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id},manual review required for first-step query/body constants,Step 1,GET /search/tv ,[2XX],Y,2,Step 1,$.results[0].id as tv_id,Step 1,Step 2,tv_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_096,How many seasons of Sword Art Online are there?,2,Step 1: GET /search/tv -> Step 2: GET /tv/{tv_id},manual review required for first-step query/body constants,Step 2,GET /tv/{tv_id},[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_097,Are Yui Aragaki and Gen Hoshino co-starring in We Married as Job?,2,Step 1: GET /search/movie -> Step 2: GET /movie/{movie_id}/credits,manual review required for first-step query/body constants,Step 1,GET /search/movie ,[2XX],Y,2,Step 1,$.results[0].id as movie_id,Step 1,Step 2,movie_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_097,Are Yui Aragaki and Gen Hoshino co-starring in We Married as Job?,2,Step 1: GET /search/movie -> Step 2: GET /movie/{movie_id}/credits,manual review required for first-step query/body constants,Step 2,GET /movie/{movie_id}/credits,[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_098,"Who is older, by how many years, the director of film Barbie or the lead actor of television DEATH NOTE?",4,Step 1: GET /search/movie -> Step 2: GET /movie/{movie_id}/credits -> Step 3: GET /search/tv -> Step 4: GET /tv/{tv_id}/credits,manual review required for first-step query/body constants,Step 1,GET /search/movie ,[2XX],Y,4,Step 1,$.results[0].id as movie_id,Step 1,Step 2,movie_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_098,"Who is older, by how many years, the director of film Barbie or the lead actor of television DEATH NOTE?",4,Step 1: GET /search/movie -> Step 2: GET /movie/{movie_id}/credits -> Step 3: GET /search/tv -> Step 4: GET /tv/{tv_id}/credits,manual review required for first-step query/body constants,Step 2,GET /movie/{movie_id}/credits ,[2XX],Y,4,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_098,"Who is older, by how many years, the director of film Barbie or the lead actor of television DEATH NOTE?",4,Step 1: GET /search/movie -> Step 2: GET /movie/{movie_id}/credits -> Step 3: GET /search/tv -> Step 4: GET /tv/{tv_id}/credits,manual review required for first-step query/body constants,Step 3,GET /search/tv ,[2XX],Y,4,Step 3,$.results[0].id as tv_id,Step 3,Step 4,tv_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_098,"Who is older, by how many years, the director of film Barbie or the lead actor of television DEATH NOTE?",4,Step 1: GET /search/movie -> Step 2: GET /movie/{movie_id}/credits -> Step 3: GET /search/tv -> Step 4: GET /tv/{tv_id}/credits,manual review required for first-step query/body constants,Step 4,GET /tv/{tv_id}/credits,[2XX],Y,4,,,Step 1,Step 2,movie_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_099,Tell me about Katherine LaNasa's latest movie appearance.,2,Step 1: GET /search/person -> Step 2: GET /person/{movie_id}/movie_credits,manual review required for first-step query/body constants,Step 1,GET /search/person ,[2XX],Y,2,Step 1,$.results[0].id as movie_id,Step 1,Step 2,movie_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_099,Tell me about Katherine LaNasa's latest movie appearance.,2,Step 1: GET /search/person -> Step 2: GET /person/{movie_id}/movie_credits,manual review required for first-step query/body constants,Step 2,GET /person/{movie_id}/movie_credits,[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_100,Give me one cover image of the movie Oppenheimer.,2,Step 1: GET /search/movie -> Step 2: GET /movie/{movie_id}/images,manual review required for first-step query/body constants,Step 1,GET /search/movie ,[2XX],Y,2,Step 1,$.results[0].id as movie_id,Step 1,Step 2,movie_id,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
tmdb_100,Give me one cover image of the movie Oppenheimer.,2,Step 1: GET /search/movie -> Step 2: GET /movie/{movie_id}/images,manual review required for first-step query/body constants,Step 2,GET /movie/{movie_id}/images,[2XX],Y,2,,,,,,all required steps executed and passed,"[400, 422]",[404],"[401, 403]"
